Authors,Year,Title,Abstract,Journal
"Haidara, F. C., Tapia, M. D., Sow, S. O., Doumbia, M., Coulibaly, F., Diallo, F., Traore, A., Kodio, M., Kelly, C. L., Fitzpatrick, M., Kotloff, K., Victor, J. C., Neuzil, K.",2018,"Evaluation of a Booster Dose of Pentavalent Rotavirus Vaccine Coadministered With Measles, Yellow Fever, and Meningitis A Vaccines in 9-Month-Old Malian Infants","BACKGROUND: Rotavirus vaccines given to infants are safe and efficacious. A booster dose of rotavirus vaccine could extend protection into the second year of life in low-resource countries. METHODS: We conducted an open-label, individual-randomized trial in Bamako, Mali. We assigned 600 infants aged 9-11 months to receive measles vaccine (MV), yellow fever vaccine (YFV), and meningococcal A conjugate vaccine (MenAV) with or without pentavalent rotavirus vaccine (PRV). We assessed the noninferiority (defined as a difference of </=10%) of seroconversion and seroresponse rates to MV, YFV, and MenAV. We compared the seroresponse to PRV. RESULTS: Seroconversion to MV occurred in 255 of 261 PRV recipients (97.7%) and 246 of 252 control infants (97.6%; difference, 0.1% [95% confidence interval CI, -4.0%-4.2%]). Seroresponse to YFV occurred in 48.1% of PRV recipients (141 of 293), compared with 52.2% of controls (153 of 293; difference, -4.1% [95% CI, -12.2%-4.0%]). A 4-fold rise in meningococcus A bactericidal titer was observed in 273 of 292 PRV recipients (93.5%) and 276 of 293 controls (94.2%; difference, -0.7% [95% CI, -5.2%-3.8%]). Rises in geometric mean concentrations of immunoglobulin A and immunoglobulin G antibodies to rotavirus were higher among PRV recipients (118 [95% CI, 91-154] and 364 [95% CI, 294-450], respectively), compared with controls (68 [95% CI, 50-92] and 153 [95% CI, 114-207], respectively). CONCLUSIONS: PRV did not interfere with MV and MenAV; this study could not rule out interference with YFV. PRV increased serum rotavirus antibody levels. CLINICAL TRIALS REGISTRATION: NCT02286895.",J Infect Dis
"Barouch, D. H., Tomaka, F. L., Wegmann, F., Stieh, D. J., Alter, G., Robb, M. L., Michael, N. L., Peter, L., Nkolola, J. P., Borducchi, E. N., Chandrashekar, A., Jetton, D., Stephenson, K. E., Li, W., Korber, B., Tomaras, G. D., Montefiori, D. C., Gray, G., Frahm, N., McElrath, M. J., Baden, L., Johnson, J., Hutter, J., Swann, E., Karita, E., Kibuuka, H., Mpendo, J., Garrett, N., Mngadi, K., Chinyenze, K., Priddy, F., Lazarus, E., Laher, F., Nitayapan, S., Pitisuttithum, P., Bart, S., Campbell, T., Feldman, R., Lucksinger, G., Borremans, C., Callewaert, K., Roten, R., Sadoff, J., Scheppler, L., Weijtens, M., Feddes-de Boer, K., van Manen, D., Vreugdenhil, J., Zahn, R., Lavreys, L., Nijs, S., Tolboom, J., Hendriks, J., Euler, Z., Pau, M. G., Schuitemaker, H.",2018,"Evaluation of a mosaic HIV-1 vaccine in a multicentre, randomised, double-blind, placebo-controlled, phase 1/2a clinical trial (APPROACH) and in rhesus monkeys (NHP 13-19)","BACKGROUND: More than 1.8 million new cases of HIV-1 infection were diagnosed worldwide in 2016. No licensed prophylactic HIV-1 vaccine exists. A major limitation to date has been the lack of direct comparability between clinical trials and preclinical studies. We aimed to evaluate mosaic adenovirus serotype 26 (Ad26)-based HIV-1 vaccine candidates in parallel studies in humans and rhesus monkeys to define the optimal vaccine regimen to advance into clinical efficacy trials. METHODS: We conducted a multicentre, randomised, double-blind, placebo-controlled phase 1/2a trial (APPROACH). Participants were recruited from 12 clinics in east Africa, South Africa, Thailand, and the USA. We included healthy, HIV-1-uninfected participants (aged 18-50 years) who were considered at low risk for HIV-1 infection. We randomly assigned participants to one of eight study groups, stratified by region. Participants and investigators were blinded to the treatment allocation throughout the study. We primed participants at weeks 0 and 12 with Ad26.Mos.HIV (5 x 10(10) viral particles per 0.5 mL) expressing mosaic HIV-1 envelope (Env)/Gag/Pol antigens and gave boosters at weeks 24 and 48 with Ad26.Mos.HIV or modified vaccinia Ankara (MVA; 10(8) plaque-forming units per 0.5 mL) vectors with or without high-dose (250 mug) or low-dose (50 mug) aluminium adjuvanted clade C Env gp140 protein. Those in the control group received 0.9% saline. All study interventions were administered intramuscularly. Primary endpoints were safety and tolerability of the vaccine regimens and Env-specific binding antibody responses at week 28. Safety and immunogenicity were also assessed at week 52. All participants who received at least one vaccine dose or placebo were included in the safety analysis; immunogenicity was analysed using the per-protocol population. We also did a parallel study in rhesus monkeys (NHP 13-19) to assess the immunogenicity and protective efficacy of these vaccine regimens against a series of six repetitive, heterologous, intrarectal challenges with a rhesus peripheral blood mononuclear cell-derived challenge stock of simian-human immunodeficiency virus (SHIV-SF162P3). The APPROACH trial is registered with ClinicalTrials.gov, number NCT02315703. FINDINGS: Between Feb 24, 2015, and Oct 16, 2015, we randomly assigned 393 participants to receive at least one dose of study vaccine or placebo in the APPROACH trial. All vaccine regimens demonstrated favourable safety and tolerability. The most commonly reported solicited local adverse event was mild-to-moderate pain at the injection site (varying from 69% to 88% between the different active groups vs 49% in the placebo group). Five (1%) of 393 participants reported at least one grade 3 adverse event considered related to the vaccines: abdominal pain and diarrhoea (in the same participant), increased aspartate aminotransferase, postural dizziness, back pain, and malaise. The mosaic Ad26/Ad26 plus high-dose gp140 boost vaccine was the most immunogenic in humans; it elicited Env-specific binding antibody responses (100%) and antibody-dependent cellular phagocytosis responses (80%) at week 52, and T-cell responses at week 50 (83%). We also randomly assigned 72 rhesus monkeys to receive one of five different vaccine regimens or placebo in the NHP 13-19 study. Ad26/Ad26 plus gp140 boost induced similar magnitude, durability, and phenotype of immune responses in rhesus monkeys as compared with humans and afforded 67% protection against acquisition of SHIV-SF162P3 infection (two-sided Fisher's exact test p=0.007). Env-specific ELISA and enzyme-linked immunospot assay responses were the principal immune correlates of protection against SHIV challenge in monkeys. INTERPRETATION: The mosaic Ad26/Ad26 plus gp140 HIV-1 vaccine induced comparable and robust immune responses in humans and rhesus monkeys, and it provided significant protection against repetitive heterologous SHIV challenges in rhesus monkeys. This vaccine concept is currently being evaluated in a phase 2b clinical efficacy study in sub-Saharan Africa (NCT03060629). FUNDING: Janssen Vaccines & Prevention BV, National Institutes of Health, Ragon Institute of MGH, MIT and Harvard, Henry M Jackson Foundation for the Advancement of Military Medicine, US Department of Defense, and International AIDS Vaccine Initiative.",Lancet
"Bekker, L. G., Moodie, Z., Grunenberg, N., Laher, F., Tomaras, G. D., Cohen, K. W., Allen, M., Malahleha, M., Mngadi, K., Daniels, B., Innes, C., Bentley, C., Frahm, N., Morris, D. E., Morris, L., Mkhize, N. N., Montefiori, D. C., Sarzotti-Kelsoe, M., Grant, S., Yu, C., Mehra, V. L., Pensiero, M. N., Phogat, S., DiazGranados, C. A., Barnett, S. W., Kanesa-Thasan, N., Koutsoukos, M., Michael, N. L., Robb, M. L., Kublin, J. G., Gilbert, P. B., Corey, L., Gray, G. E., McElrath, M. J., Team, Hvtn Protocol",2018,"Subtype C ALVAC-HIV and bivalent subtype C gp120/MF59 HIV-1 vaccine in low-risk, HIV-uninfected, South African adults: a phase 1/2 trial","BACKGROUND: Modest efficacy was reported for the HIV vaccine tested in the RV144 trial, which comprised a canarypox vector (ALVAC) and envelope (env) glycoprotein (gp120). These vaccine components were adapted to express HIV-1 antigens from strains circulating in South Africa, and the adjuvant was changed to increase immunogenicity. Furthermore, 12-month immunisation was added to improve durability. In the HIV Vaccine Trials Network (HVTN) 100 trial, we aimed to assess this new regionally adapted regimen for advancement to efficacy testing. METHODS: HVTN 100 is a phase 1/2, randomised controlled, double-blind trial at six community research sites in South Africa. We randomly allocated adults (aged 18-40 years) without HIV infection and at low risk of HIV infection to either the vaccine regimen (intramuscular injection of ALVAC-HIV vector [vCP2438] at 0, 1, 3, 6, and 12 months plus bivalent subtype C gp120 and MF59 adjuvant at 3, 6, and 12 months) or placebo, in a 5:1 ratio. Randomisation was done by computer-generated list. Participants, investigators, and those assessing outcomes were masked to random assignments. Primary outcomes included safety and immune responses associated with correlates of HIV risk in RV144, 2 weeks after vaccination at 6 months (month 6.5). We compared per-protocol participants (ie, those who completed the first four vaccinations and provided samples at month 6.5) from HVTN 100 with stored RV144 samples assayed contemporaneously. This trial is registered with the South African National Clinical Trials Registry (DOH-27-0215-4796) and ClinicalTrials.gov (NCT02404311). FINDINGS: Between Feb 9, 2015, and May 26, 2015, 252 participants were enrolled, of whom 210 were assigned vaccine and 42 placebo. 222 participants were included in the per-protocol analysis (185 vaccine and 37 placebo). 185 (100%) vaccine recipients developed IgG binding antibodies to all three vaccine-matched gp120 antigens with significantly higher titres (3.6-8.8 fold; all p<0.0001) than the corresponding vaccine-matched responses of RV144. The CD4+ T-cell response to the ZM96.C env protein in HVTN 100 was 56.4% (n=102 responders), compared with a response of 41.4% (n=79 responders) to 92TH023.AE in RV144 (p=0.0050). The IgG response to the 1086.C variable loops 1 and 2 (V1V2) env antigen in HVTN 100 was 70.5% (95% CI 63.5-76.6; n=129 responders), lower than the response to V1V2 in RV144 (99.0%, 95% CI 96.4-99.7; n=199 responders). INTERPRETATION: Although the IgG response to the HVTN 100 vaccine was lower than that reported in RV144, it exceeded the predicted 63% threshold needed for 50% vaccine efficacy using a V1V2 correlate of protection model. Thus, the subtype C HIV vaccine regimen qualified for phase 2b/3 efficacy testing, a critical next step of vaccine development. FUNDING: US National Institute of Allergy and Infectious Diseases (NIAID), and Bill & Melinda Gates Foundation.",Lancet HIV
"Samai, M., Seward, J. F., Goldstein, S. T., Mahon, B. E., Lisk, D. R., Widdowson, M. A., Jalloh, M. I., Schrag, S. J., Idriss, A., Carter, R. J., Dawson, P., Kargbo, S. A. S., Leigh, B., Bawoh, M., Legardy-Williams, J., Deen, G., Carr, W., Callis, A., Lindblad, R., Russell, J. B. W., Petrie, C. R., Fombah, A. E., Kargbo, B., McDonald, W., Jarrett, O. D., Walker, R. E., Gargiullo, P., Bash-Taqi, D., Gibson, L., Fofanah, A. B., Schuchat, A., Team, Strive Study",2018,The Sierra Leone Trial to Introduce a Vaccine Against Ebola: An Evaluation of rVSV∆G-ZEBOV-GP Vaccine Tolerability and Safety During the West Africa Ebola Outbreak,ClinicalTrials.gov [NCT02378753] and Pan African Clinical Trials Registry [PACTR201502001037220].,J Infect Dis
"Hussein, J., Zewdie, M., Yamuah, L., Bedru, A., Abebe, M., Dagnew, A. F., Chanyalew, M., Yohannes, A. G., Ahmed, J., Engers, H., Doherty, T. M., Bang, P., Kromann, I., Hoff, S. T., Aseffa, A.",2018,"A phase I, open-label trial on the safety and immunogenicity of the adjuvanted tuberculosis subunit vaccine H1/IC31(R) in people living in a TB-endemic area","BACKGROUND: H1/IC31(R) is a tuberculosis (TB) subunit vaccine candidate consisting of the fusion protein of Ag85B and ESAT-6 (H1) formulated with the IC31(R) adjuvant. Previous trials have reported on the H1/IC31(R) vaccine in M. tuberculosis (Mtb)-naive, BCG-vaccinated and previously Mtb-infected individuals. In this trial, conducted between December 2008 and April 2010, the safety and immunogenicity of H1/IC31(R) was assessed in participants living in Ethiopia - a highly TB-endemic area. METHODS: Healthy male participants aged 18-25 years were recruited into four groups. Participants in group 1 (N = 12) and group 2 (N = 12) were Tuberculin Skin Test (TST) negative and QuantiFERON-TB Gold in-tube test (QFT) negative (Mtb-naive groups), participants in group 3 (N = 3) were TST positive and QFT negative (BCG group), and participants in group 4 (N = 12) were both TST and QFT positive (Mtb-infected group). H1 vaccine alone (group 1) or H1 formulated with the adjuvant IC31(R) (groups 2, 3 and 4) was administered intramuscularly on day 0 and day 56. Safety and immunogenicity parameters were evaluated for up to 32 weeks after day 0. RESULTS: The H1/IC31(R)vaccine was safe and generally well tolerated. There was little difference among the four groups, with a tendency towards a higher incidence of adverse events in Mtb-infected compared to Mtb-naive participants. Two serious adverse events were reported in the Mtb-infected group where a relationship to the vaccine could not be excluded. In both cases the participants recovered without sequelae within 72 h. Immunogenicity assays, evaluated in the 29 participants who received both vaccinations, showed a stronger response to TB antigens in the Mtb-naive group vaccinated with the adjuvant. CONCLUSION: The trial confirmed the need for an adjuvant for the vaccine to be immunogenic and highlighted the importance of early phase testing of a novel TB vaccine candidate in TB-endemic areas. TRIAL REGISTRATION: ClinicalTrials.gov, ID: NCT01049282. Retrospectively registered on 14 January 2010.",Trials
"Ibarz-Pavon, A. B., French, N.",2018,No changes on viral load and CD4+ T-cell counts following immunization with 7-valent pneumococcal conjugate vaccine among HIV-infected adults in Malawi,"Vaccination has been associated with a transient increase in viremia in HIV-infected individuals, although contradicting evidence persist in the literature. As part of a randomized placebo-controlled efficacy trial of the PCV7 in Malawi, we collected viral load and CD4+ T-cell counts from 237 adults who received two doses of vaccine or placebo, administered 4 weeks apart. Analyses were conducted separately for cART and non-cART users. Our analysis show no difference in viral loads between vaccine and placebo groups, regardless of cART use. Viremia decreased from 4.1 to 2.9 log(10) copies/mL (p < 0.0001) among those using cART, consistent vaccine and placebo groups, but no changes were seen among the non-cART cohort. CD4+ T-cell counts remained unchanged regardless of cART use, or allocation to vaccine or placebo. We concluded that there was no evidence of detrimental effects of PCV7 administration on viral load or CD4+ T-cell counts six months after vaccination with PCV7.",Vaccine
"Brond, M., Martins, C. L., Byberg, S., Benn, C. S., Whittle, H., Garly, M. L., Aaby, P., Fisker, A. B.",2018,Randomized Trial of 2 Versus 1 Dose of Measles Vaccine: Effect on Hospital Admission of Children After 9 Months of Age,"BACKGROUND: Two doses of measles vaccine (MV) might reduce the nonmeasles mortality rate more than 1 dose of MV does. The effect of 2 versus 1 dose on morbidity has not been examined. Within a randomized trial of the effect of 2 doses versus 1 dose of MV on mortality in Guinea-Bissau, we investigated the effect on hospital admissions. METHODS: Children were randomly assigned 1:2 to receive MV at 4.5 and 9 months of age or the currently recommended dose at 9 months. We compared hospital admission rates among children between 9 and 18 months of age in a Cox regression model with age as the underlying time scale. Half of the children had received neonatal vitamin A supplementation (NVAS) in another trial. The beneficial effect of MV at 4.5 and 9 months on mortality was limited to children who had not received NVAS; therefore, we investigated the interaction of MV with NVAS on admission rates. RESULTS: Among 5626 children (2 doses of MV, 1960 children; 1 dose of MV, 3666), we identified 311 hospital admissions of children between 9 and 18 months of age. Overall, compared to 1 dose of MV, 2 doses reduced the risk of hospital admission for children who had not received NVAS (hazard ratio [HR], 0.66 [95% confidence interval (CI), 0.47-0.93]), but we found no effect among NVAS recipients (HR, 1.16 [95% CI, 0.82-1.63]) (P = .02 for interaction). CONCLUSIONS: The benefit of 2 doses of MV was limited to children who had not received NVAS. NVAS is not generally recommended; hence, an early 2-dose measles vaccination policy might reduce hospital admissions more than the current policy of providing the first MV at 9 months of age. TRIAL REGISTRATION: ClinicalTrials.gov identifier NCT00168558.",J Pediatric Infect Dis Soc
"Witte, D., Cunliffe, N. A., Turner, A. M., Ngulube, E., Ofori-Anyinam, O., Vekemans, J., Chimpeni, P., Lievens, M., Wilson, T. P., Njiram'madzi, J., Mendoza, Y. G., Leach, A.",2018,"Safety and Immunogenicity of Seven Dosing Regimens of the Candidate RTS,S/AS01E Malaria Vaccine Integrated Within an Expanded Program on Immunization Regimen: A Phase II, Single-Center, Open, Controlled Trial in Infants in Malawi","BACKGROUND: In a phase III trial, the RTS,S/AS01 malaria vaccine produced lower anti-circumsporozoite (CS) antibody titers when co-administered with Expanded Programme on Immunization vaccines (0-, 1- and 2-month schedule) at 6 to 12 weeks compared with 5 to 17 months at first vaccination. Alternative infant immunization schedules within the Expanded Programme on Immunization were investigated. METHODS: This phase II, open, single-site (Blantyre, Malawi) trial was conducted in infants 1 to 7 days of age. Subjects were equally randomized across 7 groups to receive 3 doses of RTS,S/AS01E at time points that included </=7 days, 6, 10, 14 and 26 weeks, and 9 months. All RTS,S/AS01E groups plus a control group (without RTS,S/AS01E) received Bacillus Calmette-Guerin + oral poliovirus vaccine at </=7 days, diphtheria, tetanus, whole-cell pertussis, hepatitis B and Haemophilus influenzae type b vaccine + oral poliovirus vaccine at 6, 10, and 14 weeks and measles vaccine at 9 months; one RTS,S/AS01E group and the control additionally received hepatitis B vaccination at </=7 days. Serum anti-CS antibody geometric mean concentration (GMC; enzyme-linked immunosorbent assay) and safety were assessed up to age 18 months. RESULTS: Of the 480 infants enrolled, 391 completed the study. No causally related serious adverse event was reported. A higher frequency of fever within 7 days of RTS,S/AS01E vaccination compared with control was observed. Compared with the standard 6-, 10-, 14-week schedule, anti-CS antibody GMC ratios post-dose 3 were significantly higher in the 10-, 14- and 26-week group only (ratio 1.80; 95% confidence interval, 1.24-2.60); RTS,S/AS01E vaccination at </=7 days and 10 and 14 weeks produced significantly lower anti-CS GMCs (ratio 0.59; 95% confidence interval, 0.38-0.92). CONCLUSIONS: Initiation of RTS,S/AS01E vaccination above 6 weeks of age tended to improve anti-CS antibody responses. Neonatal vaccination was well tolerated but produced a comparatively lower immune response.",Pediatr Infect Dis J
"Sagara, I., Healy, S. A., Assadou, M. H., Gabriel, E. E., Kone, M., Sissoko, K., Tembine, I., Guindo, M. A., Doucoure, M., Niare, K., Dolo, A., Rausch, K. M., Narum, D. L., Jones, D. L., MacDonald, N. J., Zhu, D., Mohan, R., Muratova, O., Baber, I., Coulibaly, M. B., Fay, M. P., Anderson, C., Wu, Y., Traore, S. F., Doumbo, O. K., Duffy, P. E.",2018,"Safety and immunogenicity of Pfs25H-EPA/Alhydrogel, a transmission-blocking vaccine against Plasmodium falciparum: a randomised, double-blind, comparator-controlled, dose-escalation study in healthy Malian adults","BACKGROUND: Pfs25H-EPA is a protein-protein conjugate transmission-blocking vaccine against Plasmodium falciparum that is safe and induces functional antibodies in malaria-naive individuals. In this field trial, we assessed Pfs25H-EPA/Alhydrogel for safety and functional immunogenicity in Malian adults. METHODS: This double-blind, randomised, comparator-controlled, dose-escalation trial in Bancoumana, Mali, was done in two staggered phases, an initial pilot safety assessment and a subsequent main phase. Healthy village residents aged 18-45 years were eligible if they had normal laboratory results (including HIV, hepatitis B, hepatitis C tests) and had not received a previous malaria vaccine or recent immunosuppressive drugs, vaccines, or blood products. Participants in the pilot safety cohort and the main cohort were assigned (1:1) by block randomisation to a study vaccine group. Participants in the pilot safety cohort received two doses of Pfs25H-EPA/Alhydrogel 16 mug or Euvax B (comparator vaccine), and participants in the main cohort received Pfs25H-EPA/Alhydrogel 47 mug or comparator vaccine (Euvax B for the first, second, and third vaccinations and Menactra for the fourth vaccination). Participants and investigators were masked to group assignment, and randomisation codes in sealed envelopes held by a site pharmacist. Vials with study drug for injection were covered by opaque tape and labelled with a study identification number. Group assignments were unmasked at final study visit. The primary outcomes were safety and tolerability for all vaccinees. The secondary outcome measure was immunogenicity 14 days after vaccination in the per-protocol population, as confirmed by the presence of antibodies against Pfs25H measured by ELISA IgG and antibody functionality assessed by standard membrane feeding assays and by direct skin feeding assays. This trial is registered with ClinicalTrials.gov, number NCT01867463. FINDINGS: Between May 15, and Jun 16, 2013, 230 individuals were screened for eligibility. 20 individuals were enrolled in the pilot safety cohort; ten participants were assigned to receive Pfs25H-EPA/Alhydrogel 16 mug, and ten participants were assigned to receive comparator vaccine. 100 individuals were enrolled in the main cohort; 50 participants were assigned to receive Pfs25H-EPA/Alhydrogel 47 mug, and 50 participants were assigned to receive comparator vaccine. Compared with comparator vaccinees, Pfs25H vaccinees had more solicited adverse events (137 events vs 86 events; p=0.022) and treatment-related adverse events (191 events vs 126 events, p=0.034), but the number of other adverse events did not differ between study vaccine groups (792 vs 683). Pfs25H antibody titres increased with each dose, with a peak geometric mean of 422.3 ELISA units (95% CI 290-615) after the fourth dose, but decreased relatively rapidly thereafter, with a half-life of 42 days for anti-Pfs25H and 59 days for anti-EPA (median ratio of titres at day 600 to peak, 0.19 for anti-Pfs25H vs 0.29 for anti-EPA; p=0.009). Serum transmission-reducing activity was greater for Pfs25H than for comparator vaccine after the fourth vaccine dose (p<0.001) but not after the third dose (p=0.09). Repeated direct skin feeds were well tolerated, but the number of participants who infected at least one mosquito did not differ between Pfs25H and comparator vaccinees after the fourth dose (p=1, conditional exact). INTERPRETATION: Pfs25H-EPA/Alhydrogel was well tolerated and induced significant serum activity by standard membrane feeding assays but transmission blocking activity was not confirmed by weekly direct skin feed. This activity required four doses, and titres decreased rapidly after the fourth dose. Alternative antigens or combinations should be assessed to improve activity. FUNDING: Division of Intramural Research, National Institute of Allergy and Infectious Diseases.",Lancet Infect Dis
"Jongo, S. A., Shekalaghe, S. A., Church, L. W. P., Ruben, A. J., Schindler, T., Zenklusen, I., Rutishauser, T., Rothen, J., Tumbo, A., Mkindi, C., Mpina, M., Mtoro, A. T., Ishizuka, A. S., Kassim, K. R., Milando, F. A., Qassim, M., Juma, O. A., Mwakasungula, S., Simon, B., James, E. R., Abebe, Y., Kc, N., Chakravarty, S., Saverino, E., Bakari, B. M., Billingsley, P. F., Seder, R. A., Daubenberger, C., Sim, B. K. L., Richie, T. L., Tanner, M., Abdulla, S., Hoffman, S. L.",2018,"Safety, Immunogenicity, and Protective Efficacy against Controlled Human Malaria Infection of Plasmodium falciparum Sporozoite Vaccine in Tanzanian Adults","We are using controlled human malaria infection (CHMI) by direct venous inoculation (DVI) of cryopreserved, infectious Plasmodium falciparum (Pf) sporozoites (SPZ) (PfSPZ Challenge) to try to reduce time and costs of developing PfSPZ Vaccine to prevent malaria in Africa. Immunization with five doses at 0, 4, 8, 12, and 20 weeks of 2.7 x 10(5) PfSPZ of PfSPZ Vaccine gave 65% vaccine efficacy (VE) at 24 weeks against mosquito bite CHMI in U.S. adults and 52% (time to event) or 29% (proportional) VE over 24 weeks against naturally transmitted Pf in Malian adults. We assessed the identical regimen in Tanzanians for VE against PfSPZ Challenge. Twenty- to thirty-year-old men were randomized to receive five doses normal saline or PfSPZ Vaccine in a double-blind trial. Vaccine efficacy was assessed 3 and 24 weeks later. Adverse events were similar in vaccinees and controls. Antibody responses to Pf circumsporozoite protein were significantly lower than in malaria-naive Americans, but significantly higher than in Malians. All 18 controls developed Pf parasitemia after CHMI. Four of 20 (20%) vaccinees remained uninfected after 3 week CHMI (P = 0.015 by time to event, P = 0.543 by proportional analysis) and all four (100%) were uninfected after repeat 24 week CHMI (P = 0.005 by proportional, P = 0.004 by time to event analysis). Plasmodium falciparum SPZ Vaccine was safe, well tolerated, and induced durable VE in four subjects. Controlled human malaria infection by DVI of PfSPZ Challenge appeared more stringent over 24 weeks than mosquito bite CHMI in United States or natural exposure in Malian adults, thereby providing a rigorous test of VE in Africa.",Am J Trop Med Hyg
"Riveau, G., Schacht, A. M., Dompnier, J. P., Deplanque, D., Seck, M., Waucquier, N., Senghor, S., Delcroix-Genete, D., Hermann, E., Idris-Khodja, N., Levy-Marchal, C., Capron, M., Capron, A.",2018,"Safety and efficacy of the rSh28GST urinary schistosomiasis vaccine: A phase 3 randomized, controlled trial in Senegalese children","BACKGROUND: Urinary schistosomiasis, the result of infection by Schistosoma haematobium (Sh), remains a major global health concern. A schistosome vaccine could represent a breakthrough in schistosomiasis control strategies, which are presently based on treatment with praziquantel (PZQ). We report the safety and efficacy of the vaccine candidate recombinant 28-kDa glutathione S-transferase of Sh (rSh28GST) designated as Bilhvax, in a phase 3 trial conducted in Senegal. METHODS AND FINDINGS: After clearance of their ongoing schistosomiasis infection with two doses of PZQ, 250 children aged 6-9 years were randomized to receive three subcutaneous injections of either rSh28GST/Alhydrogel (Bilhvax group) or Alhydrogel alone (control group) at week 0 (W0), W4, and W8 and then a booster at W52 (one year after the first injection). PZQ treatment was given at W44, according to previous phase 2 results. The primary endpoint of the analysis was efficacy, evaluated as a delay of recurrence of urinary schistosomiasis, defined by a microhematuria associated with at least one living Sh egg in urine from baseline to W152. During the 152-week follow-up period, there was no difference between study arms in the incidence of serious adverse events. The median follow-up time for subjects without recurrence was 22.9 months for the Bilhvax group and 18.8 months for the control group (log-rank p = 0.27). At W152, 108 children had experienced at least one recurrence in the Bilhvax group versus 112 in the control group. Specific immunoglobulin (Ig)G1, IgG2, and IgG4, but not IgG3 or IgA titers, were increased in the vaccine group. CONCLUSIONS: While Bilhvax was immunogenic and well tolerated by infected children, a sufficient efficacy was not reached. The lack of effect may be the result of several factors, including interference by individual PZQ treatments administered each time a child was found infected, or the chosen vaccine-injection regimen favoring blocking IgG4 rather than protective IgG3 antibodies. These observations contrasting with results obtained in experimental models will help in the design of future trials. TRIAL REGISTRATION: ClinicalTrials.gov NCT 00870649.",PLoS Negl Trop Dis
"Tiono, A. B., Nebie, I., Anagnostou, N., Coulibaly, A. S., Bowyer, G., Lam, E., Bougouma, E. C., Ouedraogo, A., Yaro, J. B. B., Barry, A., Roberts, R., Rampling, T., Bliss, C., Hodgson, S., Lawrie, A., Ouedraogo, A., Imoukhuede, E. B., Ewer, K. J., Viebig, N. K., Diarra, A., Leroy, O., Bejon, P., Hill, A. V. S., Sirima, S. B.",2018,First field efficacy trial of the ChAd63 MVA ME-TRAP vectored malaria vaccine candidate in 5-17 months old infants and children,"BACKGROUND: Heterologous prime boost immunization with chimpanzee adenovirus 63 (ChAd63) and Modified Vaccinia Virus Ankara (MVA) vectored vaccines is a strategy previously shown to provide substantial protective efficacy against P. falciparum infection in United Kingdom adult Phase IIa sporozoite challenge studies (approximately 20-25% sterile protection with similar numbers showing clear delay in time to patency), and greater point efficacy in a trial in Kenyan adults. METHODOLOGY: We conducted the first Phase IIb clinical trial assessing the safety, immunogenicity and efficacy of ChAd63 MVA ME-TRAP in 700 healthy malaria exposed children aged 5-17 months in a highly endemic malaria transmission area of Burkina Faso. RESULTS: ChAd63 MVA ME-TRAP was shown to be safe and immunogenic but induced only moderate T cell responses (median 326 SFU/106 PBMC (95% CI 290-387)) many fold lower than in previous trials. No significant efficacy was observed against clinical malaria during the follow up period, with efficacy against the primary endpoint estimate by proportional analysis being 13.8% (95%CI -42.4 to 47.9) at sixth month post MVA ME-TRAP and 3.1% (95%CI -15.0 to 18.3; p = 0.72) by Cox regression. CONCLUSIONS: This study has confirmed ChAd63 MVA ME-TRAP is a safe and immunogenic vaccine regimen in children and infants with prior exposure to malaria. But no significant protective efficacy was observed in this very highly malaria-endemic setting. TRIAL REGISTRATION: ClinicalTrials.gov NCT01635647. Pactr.org PACTR201208000404131.",PLoS One
